start,n_bookings,n_rentals,timestamp,week_day,business,weekend,holiday,week,hour
2016-12-10 00:00:00,103,111,1481328000.0,5,False,True,False,49,0
2016-12-10 01:00:00,75,84,1481331600.0,5,False,True,False,49,1
2016-12-10 02:00:00,49,63,1481335200.0,5,False,True,False,49,2
2016-12-10 03:00:00,35,36,1481338800.0,5,False,True,False,49,3
2016-12-10 04:00:00,39,44,1481342400.0,5,False,True,False,49,4
2016-12-10 05:00:00,22,24,1481346000.0,5,False,True,False,49,5
2016-12-10 06:00:00,26,30,1481349600.0,5,False,True,False,49,6
2016-12-10 07:00:00,27,33,1481353200.0,5,False,True,False,49,7
2016-12-10 08:00:00,54,62,1481356800.0,5,False,True,False,49,8
2016-12-10 09:00:00,53,56,1481360400.0,5,False,True,False,49,9
2016-12-10 10:00:00,67,82,1481364000.0,5,False,True,False,49,10
2016-12-10 11:00:00,79,86,1481367600.0,5,False,True,False,49,11
2016-12-10 12:00:00,87,103,1481371200.0,5,False,True,False,49,12
2016-12-10 13:00:00,36,77,1481374800.0,5,False,True,False,49,13
2016-12-10 14:00:00,0,4,1481378400.0,5,False,True,False,49,14
2016-12-10 15:00:00,0,0,1481382000.0,5,False,True,False,49,15
2016-12-10 16:00:00,0,0,1481385600.0,5,False,True,False,49,16
2016-12-10 17:00:00,0,9,1481389200.0,5,False,True,False,49,17
2016-12-10 18:00:00,18,19,1481392800.0,5,False,True,False,49,18
2016-12-10 19:00:00,94,106,1481396400.0,5,False,True,False,49,19
2016-12-10 20:00:00,100,110,1481400000.0,5,False,True,False,49,20
2016-12-10 21:00:00,97,107,1481403600.0,5,False,True,False,49,21
2016-12-10 22:00:00,98,115,1481407200.0,5,False,True,False,49,22
2016-12-10 23:00:00,102,123,1481410800.0,5,False,True,False,49,23
2016-12-11 00:00:00,105,133,1481414400.0,6,False,True,False,49,0
2016-12-11 01:00:00,93,112,1481418000.0,6,False,True,False,49,1
2016-12-11 02:00:00,102,123,1481421600.0,6,False,True,False,49,2
2016-12-11 03:00:00,107,127,1481425200.0,6,False,True,False,49,3
2016-12-11 04:00:00,113,133,1481428800.0,6,False,True,False,49,4
2016-12-11 05:00:00,88,105,1481432400.0,6,False,True,False,49,5
2016-12-11 06:00:00,80,94,1481436000.0,6,False,True,False,49,6
2016-12-11 07:00:00,55,70,1481439600.0,6,False,True,False,49,7
2016-12-11 08:00:00,43,52,1481443200.0,6,False,True,False,49,8
2016-12-11 09:00:00,30,40,1481446800.0,6,False,True,False,49,9
2016-12-11 10:00:00,23,25,1481450400.0,6,False,True,False,49,10
2016-12-11 11:00:00,26,32,1481454000.0,6,False,True,False,49,11
2016-12-11 12:00:00,26,32,1481457600.0,6,False,True,False,49,12
2016-12-11 13:00:00,41,50,1481461200.0,6,False,True,False,49,13
2016-12-11 14:00:00,50,66,1481464800.0,6,False,True,False,49,14
2016-12-11 15:00:00,67,75,1481468400.0,6,False,True,False,49,15
2016-12-11 16:00:00,71,82,1481472000.0,6,False,True,False,49,16
2016-12-11 17:00:00,101,120,1481475600.0,6,False,True,False,49,17
2016-12-11 18:00:00,100,117,1481479200.0,6,False,True,False,49,18
2016-12-11 19:00:00,108,151,1481482800.0,6,False,True,False,49,19
2016-12-11 20:00:00,75,111,1481486400.0,6,False,True,False,49,20
2016-12-11 21:00:00,133,186,1481490000.0,6,False,True,False,49,21
2016-12-11 22:00:00,172,207,1481493600.0,6,False,True,False,49,22
2016-12-11 23:00:00,176,195,1481497200.0,6,False,True,False,49,23
2016-12-12 00:00:00,89,111,1481500800.0,0,True,False,False,50,0
2016-12-12 01:00:00,94,103,1481504400.0,0,True,False,False,50,1
2016-12-12 02:00:00,22,26,1481508000.0,0,True,False,False,50,2
2016-12-12 03:00:00,5,5,1481511600.0,0,True,False,False,50,3
2016-12-12 04:00:00,7,7,1481515200.0,0,True,False,False,50,4
2016-12-12 05:00:00,23,29,1481518800.0,0,True,False,False,50,5
2016-12-12 06:00:00,32,34,1481522400.0,0,True,False,False,50,6
2016-12-12 07:00:00,86,97,1481526000.0,0,True,False,False,50,7
2016-12-12 08:00:00,112,128,1481529600.0,0,True,False,False,50,8
2016-12-12 09:00:00,89,108,1481533200.0,0,True,False,False,50,9
2016-12-12 10:00:00,85,104,1481536800.0,0,True,False,False,50,10
2016-12-12 11:00:00,74,90,1481540400.0,0,True,False,False,50,11
2016-12-12 12:00:00,87,100,1481544000.0,0,True,False,False,50,12
2016-12-12 13:00:00,88,98,1481547600.0,0,True,False,False,50,13
2016-12-12 14:00:00,95,111,1481551200.0,0,True,False,False,50,14
2016-12-12 15:00:00,82,96,1481554800.0,0,True,False,False,50,15
2016-12-12 16:00:00,96,113,1481558400.0,0,True,False,False,50,16
2016-12-12 17:00:00,110,129,1481562000.0,0,True,False,False,50,17
2016-12-12 18:00:00,104,120,1481565600.0,0,True,False,False,50,18
2016-12-12 19:00:00,135,154,1481569200.0,0,True,False,False,50,19
2016-12-12 20:00:00,102,115,1481572800.0,0,True,False,False,50,20
2016-12-12 21:00:00,81,95,1481576400.0,0,True,False,False,50,21
2016-12-12 22:00:00,75,83,1481580000.0,0,True,False,False,50,22
2016-12-12 23:00:00,80,90,1481583600.0,0,True,False,False,50,23
2016-12-13 00:00:00,58,67,1481587200.0,1,True,False,False,50,0
2016-12-13 01:00:00,33,37,1481590800.0,1,True,False,False,50,1
2016-12-13 02:00:00,12,14,1481594400.0,1,True,False,False,50,2
2016-12-13 03:00:00,6,7,1481598000.0,1,True,False,False,50,3
2016-12-13 04:00:00,5,5,1481601600.0,1,True,False,False,50,4
2016-12-13 05:00:00,15,16,1481605200.0,1,True,False,False,50,5
2016-12-13 06:00:00,40,43,1481608800.0,1,True,False,False,50,6
2016-12-13 07:00:00,94,103,1481612400.0,1,True,False,False,50,7
2016-12-13 08:00:00,99,121,1481616000.0,1,True,False,False,50,8
2016-12-13 09:00:00,104,122,1481619600.0,1,True,False,False,50,9
2016-12-13 10:00:00,78,93,1481623200.0,1,True,False,False,50,10
2016-12-13 11:00:00,76,85,1481626800.0,1,True,False,False,50,11
2016-12-13 12:00:00,96,114,1481630400.0,1,True,False,False,50,12
2016-12-13 13:00:00,90,108,1481634000.0,1,True,False,False,50,13
2016-12-13 14:00:00,93,110,1481637600.0,1,True,False,False,50,14
2016-12-13 15:00:00,103,119,1481641200.0,1,True,False,False,50,15
2016-12-13 16:00:00,96,110,1481644800.0,1,True,False,False,50,16
2016-12-13 17:00:00,129,152,1481648400.0,1,True,False,False,50,17
2016-12-13 18:00:00,129,146,1481652000.0,1,True,False,False,50,18
2016-12-13 19:00:00,111,127,1481655600.0,1,True,False,False,50,19
2016-12-13 20:00:00,117,132,1481659200.0,1,True,False,False,50,20
2016-12-13 21:00:00,105,126,1481662800.0,1,True,False,False,50,21
2016-12-13 22:00:00,89,99,1481666400.0,1,True,False,False,50,22
2016-12-13 23:00:00,91,102,1481670000.0,1,True,False,False,50,23
2016-12-14 00:00:00,73,86,1481673600.0,2,True,False,False,50,0
2016-12-14 01:00:00,25,28,1481677200.0,2,True,False,False,50,1
2016-12-14 02:00:00,33,34,1481680800.0,2,True,False,False,50,2
2016-12-14 03:00:00,9,10,1481684400.0,2,True,False,False,50,3
2016-12-14 04:00:00,7,9,1481688000.0,2,True,False,False,50,4
2016-12-14 05:00:00,14,14,1481691600.0,2,True,False,False,50,5
2016-12-14 06:00:00,36,41,1481695200.0,2,True,False,False,50,6
2016-12-14 07:00:00,89,101,1481698800.0,2,True,False,False,50,7
2016-12-14 08:00:00,132,153,1481702400.0,2,True,False,False,50,8
2016-12-14 09:00:00,120,133,1481706000.0,2,True,False,False,50,9
2016-12-14 10:00:00,111,126,1481709600.0,2,True,False,False,50,10
2016-12-14 11:00:00,84,108,1481713200.0,2,True,False,False,50,11
2016-12-14 12:00:00,109,131,1481716800.0,2,True,False,False,50,12
2016-12-14 13:00:00,87,116,1481720400.0,2,True,False,False,50,13
2016-12-14 14:00:00,96,117,1481724000.0,2,True,False,False,50,14
2016-12-14 15:00:00,105,128,1481727600.0,2,True,False,False,50,15
2016-12-14 16:00:00,118,135,1481731200.0,2,True,False,False,50,16
2016-12-14 17:00:00,146,154,1481734800.0,2,True,False,False,50,17
2016-12-14 18:00:00,143,164,1481738400.0,2,True,False,False,50,18
2016-12-14 19:00:00,124,145,1481742000.0,2,True,False,False,50,19
2016-12-14 20:00:00,141,160,1481745600.0,2,True,False,False,50,20
2016-12-14 21:00:00,126,144,1481749200.0,2,True,False,False,50,21
2016-12-14 22:00:00,113,128,1481752800.0,2,True,False,False,50,22
2016-12-14 23:00:00,107,122,1481756400.0,2,True,False,False,50,23
2016-12-15 00:00:00,78,89,1481760000.0,3,True,False,False,50,0
2016-12-15 01:00:00,49,62,1481763600.0,3,True,False,False,50,1
2016-12-15 02:00:00,35,45,1481767200.0,3,True,False,False,50,2
2016-12-15 03:00:00,9,14,1481770800.0,3,True,False,False,50,3
2016-12-15 04:00:00,11,12,1481774400.0,3,True,False,False,50,4
2016-12-15 05:00:00,21,22,1481778000.0,3,True,False,False,50,5
2016-12-15 06:00:00,42,44,1481781600.0,3,True,False,False,50,6
2016-12-15 07:00:00,92,101,1481785200.0,3,True,False,False,50,7
2016-12-15 08:00:00,149,166,1481788800.0,3,True,False,False,50,8
2016-12-15 09:00:00,120,132,1481792400.0,3,True,False,False,50,9
2016-12-15 10:00:00,95,108,1481796000.0,3,True,False,False,50,10
2016-12-15 11:00:00,103,116,1481799600.0,3,True,False,False,50,11
2016-12-15 12:00:00,120,133,1481803200.0,3,True,False,False,50,12
2016-12-15 13:00:00,117,130,1481806800.0,3,True,False,False,50,13
2016-12-15 14:00:00,100,113,1481810400.0,3,True,False,False,50,14
2016-12-15 15:00:00,102,112,1481814000.0,3,True,False,False,50,15
2016-12-15 16:00:00,110,117,1481817600.0,3,True,False,False,50,16
2016-12-15 17:00:00,122,135,1481821200.0,3,True,False,False,50,17
2016-12-15 18:00:00,117,134,1481824800.0,3,True,False,False,50,18
2016-12-15 19:00:00,127,145,1481828400.0,3,True,False,False,50,19
2016-12-15 20:00:00,128,143,1481832000.0,3,True,False,False,50,20
2016-12-15 21:00:00,111,120,1481835600.0,3,True,False,False,50,21
2016-12-15 22:00:00,106,117,1481839200.0,3,True,False,False,50,22
2016-12-15 23:00:00,95,110,1481842800.0,3,True,False,False,50,23
2016-12-16 00:00:00,96,109,1481846400.0,4,True,False,False,50,0
2016-12-16 01:00:00,48,63,1481850000.0,4,True,False,False,50,1
2016-12-16 02:00:00,42,47,1481853600.0,4,True,False,False,50,2
2016-12-16 03:00:00,18,20,1481857200.0,4,True,False,False,50,3
2016-12-16 04:00:00,14,21,1481860800.0,4,True,False,False,50,4
2016-12-16 05:00:00,30,34,1481864400.0,4,True,False,False,50,5
2016-12-16 06:00:00,41,45,1481868000.0,4,True,False,False,50,6
2016-12-16 07:00:00,86,99,1481871600.0,4,True,False,False,50,7
2016-12-16 08:00:00,146,158,1481875200.0,4,True,False,False,50,8
2016-12-16 09:00:00,121,141,1481878800.0,4,True,False,False,50,9
2016-12-16 10:00:00,102,110,1481882400.0,4,True,False,False,50,10
2016-12-16 11:00:00,81,94,1481886000.0,4,True,False,False,50,11
2016-12-16 12:00:00,109,123,1481889600.0,4,True,False,False,50,12
2016-12-16 13:00:00,102,110,1481893200.0,4,True,False,False,50,13
2016-12-16 14:00:00,116,130,1481896800.0,4,True,False,False,50,14
2016-12-16 15:00:00,115,131,1481900400.0,4,True,False,False,50,15
2016-12-16 16:00:00,129,146,1481904000.0,4,True,False,False,50,16
2016-12-16 17:00:00,125,143,1481907600.0,4,True,False,False,50,17
2016-12-16 18:00:00,171,191,1481911200.0,4,True,False,False,50,18
2016-12-16 19:00:00,167,190,1481914800.0,4,True,False,False,50,19
2016-12-16 20:00:00,153,170,1481918400.0,4,True,False,False,50,20
2016-12-16 21:00:00,112,125,1481922000.0,4,True,False,False,50,21
2016-12-16 22:00:00,132,152,1481925600.0,4,True,False,False,50,22
2016-12-16 23:00:00,108,134,1481929200.0,4,True,False,False,50,23
2016-12-17 00:00:00,102,122,1481932800.0,5,False,True,False,50,0
2016-12-17 01:00:00,110,123,1481936400.0,5,False,True,False,50,1
2016-12-17 02:00:00,76,89,1481940000.0,5,False,True,False,50,2
2016-12-17 03:00:00,55,64,1481943600.0,5,False,True,False,50,3
2016-12-17 04:00:00,43,46,1481947200.0,5,False,True,False,50,4
2016-12-17 05:00:00,33,36,1481950800.0,5,False,True,False,50,5
2016-12-17 06:00:00,35,50,1481954400.0,5,False,True,False,50,6
2016-12-17 07:00:00,29,37,1481958000.0,5,False,True,False,50,7
2016-12-17 08:00:00,78,88,1481961600.0,5,False,True,False,50,8
2016-12-17 09:00:00,92,106,1481965200.0,5,False,True,False,50,9
